frame,class_name,confidence,x1,y1,x2,y2
16,person,0.783737301826477,595,407,628,508
16,person,0.7589695453643799,511,419,571,502
16,person,0.7450993657112122,624,163,656,228
16,person,0.735980749130249,1078,130,1114,185
16,person,0.7235215902328491,564,160,586,216
16,person,0.7194107174873352,829,227,855,298
16,person,0.7015299201011658,876,201,907,269
16,person,0.6932452321052551,1149,356,1181,431
16,person,0.6817911267280579,749,102,773,148
16,person,0.586311936378479,1003,195,1037,250
16,person,0.426586389541626,905,89,922,128
16,person,0.4068238437175751,765,53,789,98
16,person,0.3574029207229614,1054,674,1165,720
16,person,0.34888866543769836,60,686,106,719
17,person,0.828281581401825,287,263,326,347
17,person,0.8210499286651611,908,438,973,526
17,person,0.7768163681030273,840,227,866,300
17,person,0.7571188807487488,599,409,634,503
17,person,0.7337409257888794,575,162,597,219
17,person,0.6886151432991028,1086,134,1124,187
17,person,0.6684849858283997,885,201,916,270
17,person,0.6652350425720215,516,421,575,506
17,person,0.6642873883247375,760,102,784,149
17,person,0.6631042957305908,1150,355,1187,441
17,person,0.659553587436676,639,163,666,228
17,person,0.5463166832923889,913,87,933,130
17,person,0.5136011242866516,1012,197,1043,252
17,person,0.504764199256897,74,687,120,720
18,person,0.8014097809791565,911,437,967,527
18,person,0.7953564524650574,295,265,334,349
18,person,0.781704306602478,598,409,636,503
18,person,0.7803326845169067,1154,355,1194,447
18,person,0.732952892780304,587,164,606,219
18,person,0.7283697724342346,895,201,920,268
18,person,0.7236149907112122,848,228,876,304
18,person,0.7231916189193726,649,164,675,230
18,person,0.718427836894989,518,421,585,510
18,person,0.6743186116218567,1099,134,1136,188
18,person,0.6496493816375732,1024,195,1050,255
18,person,0.6117193102836609,771,101,794,150
18,person,0.5140026211738586,926,89,946,134
18,person,0.4664888381958008,88,686,132,720
18,person,0.4139396846294403,0,683,33,720
19,person,0.8383092880249023,298,265,343,347
19,person,0.827725350856781,914,437,970,527
19,person,0.8057798743247986,1156,355,1201,449
19,person,0.7938178777694702,857,229,888,303
19,person,0.7900674343109131,601,407,640,501
19,person,0.7614489197731018,902,200,928,270
19,person,0.7532345652580261,595,162,619,222
19,person,0.7423815131187439,511,420,594,514
19,person,0.7303773164749146,1110,138,1148,190
19,person,0.708454966545105,659,164,682,230
19,person,0.6598676443099976,783,103,805,151
19,person,0.5916046500205994,935,90,956,133
19,person,0.5512546300888062,1033,195,1055,247
19,person,0.4829011559486389,2,682,45,719
19,person,0.39642074704170227,800,55,820,96
20,person,0.8210781216621399,919,438,967,530
20,person,0.8191661238670349,866,229,900,305
20,person,0.8121147155761719,1155,353,1208,448
20,person,0.7999911308288574,305,267,347,348
20,person,0.7899442911148071,601,407,642,502
20,person,0.7662860155105591,605,162,628,223
20,person,0.7601548433303833,910,200,937,275
20,person,0.7315057516098022,1120,139,1158,193
20,person,0.6978846192359924,794,104,813,151
20,person,0.6693651080131531,504,449,569,521
20,person,0.6513747572898865,672,164,691,231
20,person,0.6263859272003174,943,90,965,134
20,person,0.6237664222717285,1042,194,1066,253
20,person,0.583280622959137,15,681,60,720
20,person,0.5696138739585876,543,418,598,497
20,person,0.5616456866264343,810,53,830,98
21,person,0.8744102120399475,918,436,973,530
21,person,0.8259498476982117,1151,354,1211,446
21,person,0.821419358253479,613,407,651,512
21,person,0.7875997424125671,875,233,909,307
21,person,0.7730745673179626,316,269,352,347
21,person,0.7664403319358826,917,201,945,274
21,person,0.7573509812355042,613,163,639,224
21,person,0.670063853263855,681,165,702,233
21,person,0.6569899320602417,1052,193,1077,257
21,person,0.6429738402366638,805,103,822,154
21,person,0.6383374333381653,504,452,564,521
21,person,0.6374586224555969,1133,141,1167,195
21,person,0.5971399545669556,28,680,72,720
21,person,0.5790199637413025,955,92,975,133
21,person,0.5675883889198303,558,417,601,491
21,person,0.5287432670593262,819,53,838,97
21,person,0.3437230885028839,125,686,169,719
22,person,0.8664476275444031,918,433,977,528
22,person,0.8316262364387512,1150,355,1210,445
22,person,0.8083250522613525,1057,195,1084,258
22,person,0.7756996154785156,812,104,833,154
22,person,0.771346390247345,884,233,919,307
22,person,0.7598613500595093,923,202,953,274
22,person,0.7592009902000427,687,163,711,234
22,person,0.7527322769165039,321,271,353,349
22,person,0.7466728091239929,564,414,605,489
22,person,0.7464249134063721,621,163,647,225
22,person,0.7432668209075928,616,406,659,508
22,person,0.7388384938240051,506,454,567,524
22,person,0.736675500869751,1146,140,1175,194
22,person,0.5904443860054016,964,92,983,137
22,person,0.5740413069725037,0,669,35,719
22,person,0.5268800854682922,40,680,83,720
22,person,0.5156375169754028,828,52,846,98
22,person,0.33007219433784485,137,687,179,720
23,person,0.8621314764022827,915,435,976,525
23,person,0.7993863224983215,1152,357,1202,443
23,person,0.7777193188667297,324,269,353,351
23,person,0.7662413120269775,566,411,608,489
23,person,0.756563127040863,625,164,656,225
23,person,0.7537997364997864,928,204,955,273
23,person,0.7514587044715881,894,232,925,308
23,person,0.7511005997657776,1061,196,1089,258
23,person,0.7470774054527283,619,403,663,505
23,person,0.7394458651542664,818,104,838,154
23,person,0.7191198468208313,1154,138,1183,196
23,person,0.710453987121582,510,456,571,521
23,person,0.7028957605361938,694,163,719,233
23,person,0.6839889287948608,971,92,989,136
23,person,0.6291263103485107,46,680,92,720
23,person,0.6029950976371765,6,670,43,719
23,person,0.5547090768814087,832,53,852,99
24,person,0.8353970646858215,905,430,971,523
24,person,0.8023747205734253,322,269,354,352
24,person,0.7810674905776978,511,458,571,521
24,person,0.7789368629455566,1156,359,1196,444
24,person,0.7742637395858765,630,166,662,226
24,person,0.7626808285713196,698,165,724,234
24,person,0.754181981086731,569,412,611,489
24,person,0.7355971336364746,898,236,931,307
24,person,0.718095064163208,1064,196,1094,258
24,person,0.7090775370597839,616,405,666,504
24,person,0.7024722099304199,821,102,846,156
24,person,0.698956310749054,929,204,956,275
24,person,0.6867099404335022,1162,137,1190,196
24,person,0.673283576965332,974,93,993,139
24,person,0.570113480091095,54,679,96,720
24,person,0.5585017204284668,10,670,51,720
24,person,0.5291701555252075,836,51,853,100
24,person,0.42843562364578247,153,689,190,720
25,person,0.81151282787323,318,267,354,354
25,person,0.7831259369850159,900,236,931,308
25,person,0.7790931463241577,699,164,728,234
25,person,0.76890629529953,508,459,563,521
25,person,0.7603567838668823,633,164,660,225
25,person,0.7556712031364441,1156,359,1193,448
25,person,0.7417884469032288,905,428,943,520
25,person,0.740426242351532,824,105,849,157
25,person,0.7328401207923889,1166,135,1193,197
25,person,0.711104154586792,563,410,607,490
25,person,0.7067562341690063,611,404,669,503
25,person,0.6637498736381531,16,667,53,719
25,person,0.6536039710044861,975,92,995,138
25,person,0.6390218138694763,930,207,953,274
25,person,0.6086456179618835,1066,196,1093,245
25,person,0.5921825766563416,59,680,100,720
25,person,0.4753638207912445,838,53,855,101
25,person,0.4686676859855652,155,688,192,720
26,person,0.8144071102142334,312,266,352,354
26,person,0.8011229634284973,700,164,730,235
26,person,0.7806094288825989,504,458,559,520
26,person,0.7768250107765198,1151,358,1187,447
26,person,0.760297417640686,825,106,850,157
26,person,0.7580409049987793,635,164,659,224
26,person,0.7514155507087708,598,407,667,506
26,person,0.7472731471061707,895,430,935,520
26,person,0.7429048418998718,903,236,932,307
26,person,0.721432089805603,1167,136,1195,196
26,person,0.687345027923584,975,92,996,139
26,person,0.6765837073326111,1064,199,1090,251
26,person,0.6590994596481323,17,668,54,719
26,person,0.6407092213630676,562,411,611,492
26,person,0.6069959998130798,928,209,950,278
26,person,0.5860500931739807,60,679,102,720
26,person,0.5352689027786255,840,55,854,99
26,person,0.4719480574131012,157,688,194,720
27,person,0.8477570414543152,304,268,349,356
27,person,0.8158850073814392,1142,358,1183,450
27,person,0.7922204732894897,699,165,729,235
27,person,0.7845015525817871,884,429,929,519
27,person,0.7824910283088684,496,455,555,522
27,person,0.775301992893219,593,412,663,504
27,person,0.7658222913742065,636,164,657,225
27,person,0.7550466656684875,825,107,849,157
27,person,0.7204287648200989,905,234,935,308
27,person,0.7151780724525452,974,92,996,141
27,person,0.6763445138931274,1061,201,1087,254
27,person,0.6519812941551208,17,668,55,719
27,person,0.636735200881958,1167,136,1197,197
27,person,0.5998163223266602,61,679,103,720
27,person,0.5403645634651184,838,55,853,100
27,person,0.5186209678649902,925,209,947,280
27,person,0.46335309743881226,158,688,194,720
27,person,0.4310493767261505,552,414,615,502
28,person,0.8598304390907288,865,429,929,520
28,person,0.8185355067253113,303,268,344,357
28,person,0.8144168257713318,699,166,728,235
28,person,0.8137161135673523,488,453,545,524
28,person,0.8019164800643921,1134,359,1176,447
28,person,0.7762078046798706,636,163,656,225
28,person,0.7660859227180481,568,412,649,508
28,person,0.756968080997467,824,108,848,157
28,person,0.7281079292297363,972,94,993,140
28,person,0.7046090960502625,903,233,935,308
28,person,0.684423565864563,1171,137,1199,197
28,person,0.6732302904129028,1059,200,1083,252
28,person,0.6566588878631592,18,669,56,719
28,person,0.609414279460907,61,679,103,720
28,person,0.5338357090950012,836,55,852,102
28,person,0.527003824710846,921,208,944,280
28,person,0.4398168623447418,159,688,193,720
29,person,0.8392325043678284,852,425,923,517
29,person,0.8005414605140686,302,270,335,356
29,person,0.7977970242500305,632,163,652,225
29,person,0.7884599566459656,698,165,724,235
29,person,0.7851271033287048,1117,360,1168,450
29,person,0.7513496279716492,483,448,539,523
29,person,0.7151278257369995,576,414,636,510
29,person,0.7083855867385864,903,233,937,307
29,person,0.7079451084136963,821,107,847,157
29,person,0.7041571736335754,1171,137,1200,197
29,person,0.7008817791938782,971,95,991,140
29,person,0.6497805118560791,18,669,56,719
29,person,0.646589994430542,1057,201,1078,261
29,person,0.5932482481002808,61,679,103,720
29,person,0.4801907241344452,833,54,850,103
29,person,0.43489736318588257,159,688,193,720
30,person,0.8282002806663513,483,443,534,522
30,person,0.8235430121421814,299,270,329,355
30,person,0.793183445930481,630,162,649,225
30,person,0.788536548614502,550,411,638,506
30,person,0.7632842659950256,1108,360,1161,447
30,person,0.7568404674530029,833,425,902,516
30,person,0.7328879237174988,698,165,721,233
30,person,0.7261098623275757,902,235,938,308
30,person,0.7035641670227051,819,107,845,156
30,person,0.6923959255218506,1170,137,1200,198
30,person,0.6578330397605896,18,669,56,719
30,person,0.6263144612312317,970,97,987,138
30,person,0.6115974187850952,1055,199,1076,257
30,person,0.6021606922149658,61,679,103,720
30,person,0.4797680079936981,831,54,848,105
30,person,0.46566614508628845,158,688,194,720
31,person,0.84687739610672,1092,361,1151,451
31,person,0.8112426996231079,818,423,884,517
31,person,0.8019304275512695,481,442,528,522
31,person,0.7915780544281006,296,268,322,356
31,person,0.7835052013397217,628,163,648,225
31,person,0.7600205540657043,551,410,634,502
31,person,0.7122451663017273,900,235,935,308
31,person,0.7031327486038208,819,107,842,155
31,person,0.6867087483406067,697,165,715,233
31,person,0.6828429698944092,1051,199,1074,262
31,person,0.6815252900123596,1169,138,1200,200
31,person,0.6480389833450317,18,669,55,719
31,person,0.607883870601654,969,97,986,139
31,person,0.5925138592720032,62,679,102,720
31,person,0.445655882358551,159,688,193,720
31,person,0.4234422743320465,828,54,845,103
32,person,0.821561336517334,1090,362,1143,450
32,person,0.7892969250679016,476,440,520,525
32,person,0.7776815891265869,289,269,318,356
32,person,0.776451051235199,626,163,646,225
32,person,0.761411726474762,548,408,634,500
32,person,0.7516414523124695,899,232,932,308
32,person,0.7315716743469238,816,423,871,519
32,person,0.7258763313293457,692,165,712,233
32,person,0.7177995443344116,817,104,839,155
32,person,0.690790593624115,1168,138,1200,199
32,person,0.6632385849952698,1043,199,1070,264
32,person,0.6469953060150146,967,97,984,141
32,person,0.640105128288269,18,670,54,719
32,person,0.6011409759521484,61,680,102,720
32,person,0.4321105182170868,159,689,191,720
32,person,0.4103148877620697,824,55,841,102
33,person,0.8238067030906677,471,437,514,524
33,person,0.8127248883247375,283,269,314,358
33,person,0.7894454002380371,1089,362,1134,450
33,person,0.7787079215049744,810,424,855,516
33,person,0.7730221152305603,622,162,645,225
33,person,0.7648876905441284,545,406,620,508
33,person,0.7624034285545349,899,231,931,309
33,person,0.7557814717292786,817,104,837,155
33,person,0.7482728362083435,1038,201,1067,268
33,person,0.7245622277259827,690,164,710,233
33,person,0.7108893394470215,1167,139,1200,199
33,person,0.6724898815155029,963,96,983,141
33,person,0.6683458685874939,17,669,54,719
33,person,0.5995270609855652,60,679,102,720
33,person,0.4039778411388397,158,689,192,720
34,person,0.8372396230697632,469,435,511,526
34,person,0.8142936825752258,277,270,310,357
34,person,0.8071556091308594,799,419,837,518
34,person,0.7770588994026184,1085,362,1128,450
34,person,0.7645506858825684,620,164,644,225
34,person,0.7586508989334106,687,164,709,232
34,person,0.7576963305473328,1037,200,1064,267
34,person,0.7312831282615662,1166,139,1201,200
34,person,0.726915717124939,814,104,836,155
34,person,0.7251335382461548,895,232,932,309
34,person,0.7085743546485901,542,409,606,507
34,person,0.6892564296722412,17,668,54,719
34,person,0.6623976826667786,962,96,981,141
34,person,0.6000721454620361,61,679,101,720
34,person,0.4118388891220093,157,689,192,720
34,person,0.39513057470321655,815,53,834,101
35,person,0.8310076594352722,462,432,508,524
35,person,0.8133684992790222,1082,358,1123,450
35,person,0.8082571029663086,269,273,306,357
35,person,0.7725606560707092,535,412,605,505
35,person,0.7667207717895508,684,163,709,232
35,person,0.7654369473457336,789,419,826,514
35,person,0.7550911903381348,618,164,642,225
35,person,0.7477467656135559,1035,201,1061,266
35,person,0.729728639125824,1167,139,1201,200
35,person,0.7295721173286438,812,105,836,156
35,person,0.7027453184127808,17,668,54,720
35,person,0.7008036375045776,899,232,932,308
35,person,0.6552898287773132,960,95,981,141
35,person,0.6079595685005188,62,679,102,720
35,person,0.5392841696739197,812,53,833,102
35,person,0.40980586409568787,157,689,191,720
36,person,0.8442729711532593,460,429,506,525
36,person,0.8361160755157471,1077,357,1119,449
36,person,0.793095052242279,261,274,302,357
36,person,0.7897356748580933,679,165,708,233
36,person,0.7706601023674011,776,418,815,510
36,person,0.7567530274391174,902,232,933,309
36,person,0.7554616928100586,616,164,640,225
36,person,0.7301806807518005,1168,139,1202,200
36,person,0.7284659743309021,811,104,836,157
36,person,0.7246220707893372,1034,202,1059,266
36,person,0.705030083656311,17,668,54,720
36,person,0.6952391266822815,959,95,980,142
36,person,0.6454352140426636,527,412,607,506
36,person,0.6154766082763672,61,680,101,720
36,person,0.6140848994255066,881,208,907,282
36,person,0.47884401679039,811,53,832,105
36,person,0.41468968987464905,156,690,190,720
37,person,0.8503967523574829,1068,356,1114,450
37,person,0.8474619388580322,458,427,504,528
37,person,0.8288010358810425,902,232,933,309
37,person,0.7994974255561829,674,165,708,234
37,person,0.7716503143310547,614,164,638,226
37,person,0.7614121437072754,258,277,300,358
37,person,0.7571026086807251,1171,137,1202,201
37,person,0.753843367099762,520,413,588,506
37,person,0.7474009394645691,763,416,806,508
37,person,0.7340311408042908,809,102,835,156
37,person,0.7321059703826904,1032,201,1056,264
37,person,0.7172687649726868,877,208,902,276
37,person,0.7156931161880493,958,95,980,143
37,person,0.7092425227165222,17,668,54,720
37,person,0.6404460668563843,61,680,101,720
37,person,0.5909661054611206,579,404,615,493
37,person,0.4432792067527771,156,690,190,720
37,person,0.3692850172519684,810,55,831,105
38,person,0.8435379862785339,903,232,934,310
38,person,0.8397290706634521,1058,356,1112,450
38,person,0.8349106907844543,519,409,581,505
38,person,0.8289946913719177,456,427,502,531
38,person,0.8159273266792297,671,167,707,234
38,person,0.7984117269515991,1175,137,1203,201
38,person,0.796049952507019,246,276,295,358
38,person,0.7812245488166809,873,211,898,277
38,person,0.7461232542991638,612,165,635,226
38,person,0.7455188632011414,809,105,833,156
38,person,0.7402178645133972,750,420,791,510
38,person,0.7295072674751282,1031,200,1053,264
38,person,0.707827091217041,958,95,977,143
38,person,0.7071734070777893,586,408,619,483
38,person,0.703432023525238,17,669,54,720
38,person,0.6466396450996399,62,680,100,720
38,person,0.4917917251586914,1267,291,1280,367
38,person,0.4680030941963196,809,55,828,104
38,person,0.4448469579219818,156,691,190,720
39,person,0.8559229373931885,1050,357,1107,450
39,person,0.8445817828178406,904,232,934,310
39,person,0.8339079022407532,245,277,291,359
39,person,0.8295780420303345,671,167,707,234
39,person,0.8169031739234924,455,426,500,533
39,person,0.8132123947143555,1176,137,1204,201
39,person,0.7697387933731079,520,407,572,503
39,person,0.7642490267753601,811,106,830,155
39,person,0.7631199359893799,738,418,781,507
39,person,0.7624289989471436,866,210,895,280
39,person,0.7431950569152832,588,411,623,489
39,person,0.7418295741081238,1027,200,1050,265
39,person,0.7395564317703247,611,165,632,227
39,person,0.7356328368186951,958,96,975,143
39,person,0.6748299598693848,17,669,53,720
39,person,0.6388051509857178,62,680,100,720
39,person,0.573553740978241,1260,282,1280,364
39,person,0.5171874761581421,809,57,825,102
39,person,0.4377586245536804,156,691,190,720
40,person,0.845493495464325,718,419,769,508
40,person,0.8418464660644531,244,276,289,360
40,person,0.8414133787155151,904,233,936,310
40,person,0.8355884552001953,1047,359,1102,448
40,person,0.8330535888671875,449,428,498,535
40,person,0.8290290832519531,670,168,705,235
40,person,0.811976432800293,1023,201,1050,267
40,person,0.7968031167984009,1178,137,1204,201
40,person,0.7786547541618347,862,211,891,279
40,person,0.7676112651824951,519,404,563,504
