frame_id,id,x1,y1,x2,y2
6,4,1189,258,1230,342
6,5,1266,149,1291,207
6,6,503,160,540,226
6,7,900,187,936,249
6,8,780,194,812,266
6,9,443,155,473,215
6,10,707,224,731,299
6,11,502,437,545,517
6,12,957,123,982,177
6,13,777,83,800,128
6,14,903,664,994,719
6,15,630,97,654,143
6,16,635,46,660,89
6,17,551,424,583,510
7,0,439,411,498,495
7,1,853,456,917,545
7,2,1110,349,1153,428
7,3,209,265,248,344
7,4,1199,258,1240,341
7,5,1269,150,1293,206
7,6,512,159,549,226
7,7,910,187,945,249
7,8,790,196,821,267
7,9,455,154,484,214
7,10,720,225,745,298
7,11,504,440,543,510
7,12,969,122,995,177
7,13,791,83,813,126
7,14,929,663,1022,720
7,15,641,96,666,144
7,16,642,45,667,89
7,17,555,423,586,506
8,0,449,411,504,491
8,1,859,452,927,546
8,2,1113,346,1157,429
8,3,219,266,257,344
8,4,1210,257,1251,340
8,5,1271,150,1295,206
8,6,524,158,560,226
8,7,920,188,956,249
8,8,799,196,830,267
8,9,467,155,496,215
8,10,733,225,758,296
8,11,506,444,539,499
8,12,982,122,1008,177
8,13,804,84,826,127
8,14,947,665,1038,720
8,15,653,96,677,143
8,16,648,45,674,89
8,17,559,418,592,505
9,0,461,411,509,481
9,1,868,451,932,540
9,2,1117,346,1163,433
9,3,228,266,267,345
9,4,1218,257,1256,336
9,5,1274,151,1298,205
9,6,537,158,573,226
9,7,931,190,964,248
9,8,810,196,839,265
9,9,478,155,508,216
9,10,745,225,772,297
9,11,510,446,540,494
9,12,995,125,1021,180
9,13,816,84,839,128
9,14,961,665,1051,720
9,15,665,95,689,143
9,16,680,43,703,83
9,17,565,414,599,505
10,0,467,410,521,490
10,1,873,447,937,535
10,2,1123,347,1172,437
10,3,238,265,278,346
10,4,1227,259,1264,337
10,5,1277,151,1300,205
10,6,550,157,586,226
10,7,941,189,973,247
10,8,820,196,849,267
10,9,492,156,520,215
10,10,758,227,785,297
10,11,510,449,537,490
10,12,1007,127,1033,181
10,13,829,85,851,128
10,14,979,666,1068,719
10,15,676,93,700,141
10,16,691,42,714,82
10,17,571,411,606,504
11,0,474,409,528,489
11,1,877,444,936,528
11,2,1127,346,1177,437
11,3,247,265,288,346
11,4,1237,262,1273,337
11,5,1280,151,1303,205
11,6,563,158,598,226
11,7,951,189,983,247
11,8,830,196,860,267
11,9,503,156,532,215
11,10,770,227,798,297
11,11,511,451,533,486
11,12,1020,127,1044,180
11,13,842,86,864,128
11,14,994,667,1083,720
11,15,688,93,713,143
11,16,702,41,725,81
11,17,576,409,612,503
11,18,478,416,574,515
12,0,480,408,535,489
12,1,883,442,942,527
12,2,1130,348,1180,435
12,3,255,265,297,346
12,4,1247,264,1281,337
12,6,575,159,610,227
12,7,962,190,994,249
12,8,841,198,870,267
12,9,516,159,544,215
12,10,782,227,810,297
12,11,512,453,530,483
12,12,1032,127,1057,182
12,13,855,87,877,128
12,14,1009,668,1098,720
12,15,701,95,726,145
12,16,713,41,736,80
12,17,578,409,616,504
12,18,476,409,572,508
13,0,487,407,541,488
13,1,889,442,949,530
13,2,1130,348,1183,436
13,3,263,265,305,346
13,4,1256,265,1289,337
13,6,589,161,623,227
13,7,973,188,1006,251
13,8,851,199,881,268
13,9,529,159,556,215
13,10,795,227,823,296
13,11,512,456,527,479
13,12,1045,128,1070,182
13,13,867,87,889,128
13,14,1024,669,1111,720
13,15,714,96,738,145
13,16,731,50,754,91
13,17,583,406,620,496
13,18,486,411,582,510
14,0,494,406,548,487
14,1,896,442,958,531
14,2,1133,351,1183,432
14,3,268,266,310,345
14,4,1265,266,1298,337
14,6,602,161,636,227
14,7,984,189,1017,251
14,8,860,199,891,268
14,9,539,160,567,217
14,10,806,227,833,296
14,11,513,458,524,475
14,12,1057,127,1082,183
14,13,879,87,901,130
14,14,1039,670,1125,720
14,15,726,97,750,145
14,16,743,50,766,91
14,17,589,408,625,494
14,18,495,415,590,513
15,0,500,405,555,487
15,1,902,440,965,530
15,2,1139,353,1182,428
15,3,273,266,313,345
15,4,1274,267,1307,337
15,6,614,163,647,227
15,7,994,190,1026,249
15,8,868,199,899,266
15,9,551,162,577,215
15,10,816,227,844,297
15,11,514,460,521,471
15,12,1070,127,1096,183
15,13,891,88,912,129
15,14,1054,670,1139,720
15,15,737,98,762,146
15,16,754,51,778,92
15,17,591,407,628,495
15,18,497,416,586,510
16,0,507,404,562,486
16,1,907,439,970,528
16,2,1143,355,1186,429
16,3,279,264,319,345
16,4,1283,268,1315,337
16,6,624,163,657,228
16,7,1004,193,1035,250
16,8,876,200,907,268
16,9,562,160,588,215
16,10,828,227,856,297
16,11,515,462,518,468
16,12,1082,129,1109,184
16,13,903,88,923,128
16,14,1069,671,1152,720
16,15,749,100,773,147
16,16,764,52,789,97
16,17,592,406,632,503
16,18,501,417,582,504
17,0,514,403,569,485
17,1,911,437,973,526
17,2,1145,355,1191,437
17,3,286,263,327,346
17,4,1292,270,1324,338
17,6,636,163,668,228
17,7,1013,196,1043,251
17,8,885,201,916,269
17,9,573,161,599,217
17,10,839,227,867,299
17,11,515,465,515,464
17,12,1092,132,1119,186
17,13,913,87,934,129
17,14,1084,672,1166,720
17,15,760,101,784,148
17,16,776,53,801,98
17,17,596,407,636,502
17,18,505,419,584,504
17,19,72,686,118,719
18,0,520,402,576,485
18,1,910,436,973,526
18,2,1148,355,1197,443
18,3,293,264,334,348
18,4,1301,271,1332,338
18,6,646,163,678,229
18,7,1021,195,1053,253
18,8,893,201,923,268
18,9,584,163,609,218
18,10,848,227,877,302
18,11,516,467,512,460
18,12,1103,133,1131,187
18,13,924,88,946,132
18,14,1098,673,1180,720
18,15,770,101,795,149
18,16,787,54,813,99
18,17,598,408,637,502
18,18,510,420,590,508
18,19,83,686,130,720
19,0,527,401,583,484
19,1,912,436,974,526
19,2,1152,355,1202,447
19,3,300,264,341,347
19,4,1310,272,1341,338
19,6,655,164,687,229
19,7,1030,195,1059,249
19,8,900,200,930,269
19,9,594,162,620,221
19,10,858,228,887,303
19,11,517,469,508,456
19,12,1115,136,1143,189
19,13,935,89,957,133
19,14,1113,673,1193,720
19,15,781,102,806,150
19,16,798,54,821,96
19,17,601,407,640,501
19,18,510,420,594,511
19,19,90,686,137,720
19,20,5,682,39,719
20,0,543,417,596,496
20,1,914,436,975,528
20,2,1155,353,1207,448
20,3,306,266,347,347
20,4,1319,273,1350,338
20,6,666,164,697,230
20,7,1039,194,1069,251
20,8,908,200,939,273
20,9,603,162,630,222
20,10,868,228,898,304
20,12,1124,138,1154,192
20,13,944,89,966,133
20,14,1128,674,1207,720
20,15,792,103,815,151
20,16,808,53,832,97
20,17,602,406,642,501
20,18,507,439,578,517
20,19,96,685,144,720
20,20,17,681,51,719
21,0,553,417,603,492
21,1,915,435,977,529
21,2,1156,354,1208,447
21,3,314,268,353,347
21,4,1328,274,1358,338
21,6,676,164,707,232
21,7,1048,193,1079,255
21,8,916,200,947,274
21,9,613,162,640,223
21,10,877,231,907,306
21,12,1135,140,1165,194
21,13,955,91,976,133
21,14,1143,675,1220,720
21,15,802,103,826,153
21,16,817,53,841,97
21,17,609,406,650,508
21,18,504,448,569,520
21,19,103,685,151,720
21,20,29,680,65,719
22,0,560,415,609,490
22,1,917,433,980,528
22,2,1156,354,1207,446
22,3,319,270,357,348
22,4,1337,275,1367,338
22,6,684,163,715,233
22,7,1055,194,1087,257
22,8,923,201,954,274
22,9,621,163,648,224
22,10,887,232,917,307
22,12,1145,140,1176,194
22,13,963,91,985,135
22,14,1158,675,1234,720
22,15,811,103,835,153
22,16,826,52,850,98
22,17,615,405,657,508
22,18,505,453,568,523
22,19,109,685,158,720
22,20,41,679,78,720
22,21,134,686,178,719
23,0,564,412,613,489
23,1,917,434,978,525
23,2,1154,356,1204,444
23,3,321,269,359,350
23,6,692,163,723,233
23,7,1061,195,1092,258
23,8,928,203,958,273
23,9,628,163,656,225
23,10,895,232,926,307
23,12,1154,139,1185,195
23,13,971,92,992,136
23,15,818,104,841,154
23,16,832,52,856,98
23,17,619,403,661,506
23,18,509,456,569,522
23,19,116,685,165,720
23,20,50,679,87,720
23,21,136,687,180,720
23,22,6,669,40,719
24,0,567,411,615,488
24,1,911,430,973,523
24,2,1154,358,1202,444
24,3,321,269,360,351
24,6,698,164,728,233
24,7,1065,195,1096,258
24,8,930,203,960,274
24,9,634,165,662,225
24,10,901,234,931,307
24,12,1161,138,1193,196
24,13,975,92,997,138
24,15,823,102,848,155
24,16,836,51,859,99
24,17,621,404,663,504
24,18,511,458,569,521
24,19,123,685,172,721
24,20,56,679,95,720
24,21,149,688,191,720
24,22,11,670,46,719
25,0,565,410,613,489
25,1,901,428,960,520
25,2,1152,358,1200,447
25,3,319,267,359,353
25,6,701,164,731,234
25,7,1069,196,1096,249
25,8,931,206,959,274
25,9,636,164,664,225
25,10,904,235,934,308
25,12,1166,136,1198,197
25,13,978,92,999,138
25,15,827,104,852,156
25,16,839,52,861,100
25,17,620,403,663,503
25,18,509,459,565,521
25,19,129,685,179,721
25,20,62,679,100,720
25,21,153,688,194,720
25,22,15,667,52,719
26,0,564,410,614,491
26,1,892,429,949,519
26,2,1148,358,1195,447
26,3,316,266,356,353
26,6,703,164,733,234
26,7,1068,198,1094,250
26,8,929,208,957,277
26,9,637,164,664,224
26,10,906,236,936,307
26,12,1169,136,1201,196
26,13,987,92,1009,139
26,15,829,105,853,157
26,16,847,52,871,101
26,17,614,405,659,505
26,18,505,459,560,520
26,19,136,685,186,721
26,20,64,679,103,720
26,21,155,688,197,720
26,22,18,667,54,719
27,0,560,412,613,498
27,1,883,428,938,518
27,2,1142,358,1189,449
27,3,310,267,351,355
27,6,703,164,733,235
27,7,1074,198,1100,250
27,8,926,209,954,279
27,9,637,164,664,225
27,10,908,234,938,308
27,12,1170,136,1202,197
27,13,996,93,1018,139
27,15,829,106,853,157
27,16,856,53,880,102
27,17,608,409,655,504
27,18,498,457,556,521
27,19,142,684,193,721
27,20,65,678,104,720
27,21,156,688,198,720
27,22,18,667,55,719
27,23,974,92,995,140
27,24,838,55,852,99
28,0,572,412,632,504
28,1,873,428,929,519
28,2,1135,358,1182,448
28,3,306,267,348,356
28,6,702,165,732,235
28,7,1081,199,1107,250
28,8,922,208,950,280
28,9,636,163,663,225
28,10,907,233,938,308
28,12,1172,136,1204,197
28,13,1005,93,1027,140
28,15,828,107,852,157
28,16,865,53,889,102
28,17,610,409,656,504
28,18,489,454,550,523
28,19,149,684,200,721
28,20,65,678,104,720
28,21,157,688,198,720
28,22,19,668,55,718
28,23,972,93,993,140
28,24,836,55,851,101
28,25,1058,200,1084,252
29,0,575,413,637,508
29,1,862,425,920,517
29,2,1124,359,1171,449
29,3,302,269,342,356
29,6,700,165,730,235
29,7,1088,199,1113,250
29,8,926,209,954,281
29,9,634,163,659,225
29,10,907,233,938,307
29,12,1173,137,1204,197
29,13,1014,94,1036,141
29,15,835,108,858,157
29,16,874,53,898,103
29,17,612,409,658,504
29,18,481,450,545,523
29,20,65,678,104,720
29,21,157,688,197,720
29,22,20,668,55,718
29,23,971,94,991,140
29,24,834,54,849,102
29,25,1054,200,1082,259
30,0,568,411,632,507
30,1,845,424,904,516
30,2,1115,360,1161,448
30,3,298,269,336,355
30,6,699,165,727,233
30,7,1094,200,1119,250
30,8,930,210,958,281
30,9,631,162,656,225
30,10,907,234,938,307
30,12,1173,137,1204,198
30,13,1023,94,1046,141
30,15,842,108,865,158
30,16,883,53,907,104
30,17,613,409,660,504
30,18,476,445,542,522
30,20,64,678,104,720
30,21,157,688,197,720
30,22,19,668,55,718
30,23,969,96,988,138
30,24,831,54,847,104
30,25,1051,199,1079,258
30,26,819,107,845,156
31,0,564,410,629,504
31,1,827,423,887,516
31,2,1102,360,1150,450
31,3,293,268,331,356
31,6,696,165,723,233
31,7,1101,200,1126,250
31,8,933,210,961,282
31,9,629,162,654,225
31,10,905,234,937,308
31,12,1172,137,1204,199
31,13,1032,94,1055,142
31,15,848,109,872,159
31,16,891,53,916,104
31,17,615,409,661,504
31,18,472,443,538,522
31,20,64,678,104,720
31,21,157,688,196,720
31,22,19,668,55,718
31,23,968,97,986,138
31,24,829,53,845,103
31,25,1048,199,1077,261
31,26,818,107,843,155
32,0,560,408,627,501
32,1,815,422,876,517
32,2,1094,361,1142,450
32,3,288,268,325,356
32,6,692,165,719,233
32,7,1108,201,1132,249
32,8,937,211,965,283
32,9,626,162,651,225
32,10,902,233,935,308
32,12,1171,138,1203,199
32,13,1041,95,1064,143
32,15,855,110,879,159
32,16,900,53,925,105
32,17,617,409,663,504
32,18,466,441,532,524
32,20,64,679,103,720
32,21,157,688,195,720
32,22,19,669,54,718
32,23,966,97,985,140
32,24,825,54,841,102
32,25,1042,198,1073,263
32,26,815,104,841,154
33,0,551,406,623,506
33,1,805,423,864,516
33,2,1088,362,1136,450
33,3,282,269,319,357
33,6,690,164,716,233
33,7,1115,201,1139,249
33,8,941,212,969,284
33,9,624,162,648,225
33,10,901,231,934,308
33,12,1170,138,1202,199
33,13,1051,95,1073,143
33,15,862,110,885,160
33,16,909,54,934,106
33,17,619,409,665,504
33,18,460,438,527,524
33,20,63,679,103,720
33,21,157,688,194,720
33,22,18,669,54,718
33,23,963,96,983,140
33,24,823,54,839,103
33,25,1037,200,1069,267
33,26,814,103,839,154
34,0,544,407,614,506
34,1,791,420,850,517
34,2,1083,362,1130,450
34,3,277,269,313,357
34,6,687,164,713,232
34,7,1121,202,1145,249
34,8,944,212,973,285
34,9,622,163,646,225
34,10,899,231,932,309
34,12,1170,139,1201,200
34,13,1060,95,1083,144
34,15,869,111,892,161
34,16,918,54,943,107
34,17,620,409,666,503
34,18,456,435,523,525
34,20,62,679,102,720
34,21,156,689,194,720
34,22,17,668,54,718
34,23,961,96,981,140
34,24,817,53,833,101
34,25,1034,200,1066,267
34,26,812,103,838,154
35,0,539,410,607,506
35,1,781,418,837,514
35,2,1078,359,1126,450
35,3,272,271,307,357
35,6,685,163,711,232
35,7,1128,203,1151,249
35,8,948,213,976,286
35,9,620,163,644,225
35,10,900,231,933,308
35,12,1169,139,1202,200
35,13,1069,96,1092,145
35,15,875,111,899,161
35,16,927,54,952,107
35,17,622,409,668,503
35,18,452,433,518,524
35,20,62,678,103,720
35,21,156,689,193,720
35,22,17,668,54,719
35,23,960,95,980,141
35,24,814,53,830,101
35,25,1032,200,1063,267
35,26,811,104,836,155
36,0,534,411,604,506
36,1,770,417,824,511
36,2,1074,357,1122,449
36,3,265,273,301,357
36,6,682,164,708,232
36,7,1135,203,1158,249
36,8,952,214,980,287
36,9,617,163,641,225
36,10,901,231,934,308
36,12,1170,139,1202,200
36,15,882,112,906,162
36,17,624,409,670,503
36,18,449,430,515,525
36,20,62,679,102,720
36,21,155,689,191,720
36,22,17,667,54,719
36,23,958,95,979,141
36,24,812,52,829,104
36,25,1031,201,1060,267
36,26,809,104,836,156
37,0,524,412,593,506
37,1,760,416,811,508
37,2,1067,356,1116,449
37,3,262,275,297,357
37,6,679,164,706,233
37,8,955,214,984,288
37,9,615,164,639,225
37,10,902,231,935,309
37,12,1171,137,1204,200
37,15,889,113,912,162
37,17,577,404,619,493
37,18,446,427,513,527
37,20,62,679,101,720
37,21,155,689,191,720
37,22,17,667,54,719
37,23,958,95,979,142
37,24,810,54,828,104
37,25,1029,201,1058,265
37,26,808,102,835,156
37,27,877,208,902,276
38,0,518,410,587,505
38,1,747,418,797,509
38,2,1061,356,1110,450
38,3,254,276,291,358
38,6,676,166,704,233
38,8,959,215,988,289
38,9,613,164,637,225
38,10,902,231,935,309
38,12,1173,137,1206,201
38,15,896,113,919,163
38,17,582,406,619,485
38,18,444,426,511,529
38,20,62,679,101,720
38,21,155,690,190,720
38,22,17,668,54,720
38,23,956,95,977,142
38,24,809,54,826,104
38,25,1027,200,1055,264
38,26,807,103,833,156
38,27,874,210,897,276
39,0,513,408,581,504
39,1,736,417,785,507
39,2,1054,356,1104,450
39,3,249,276,287,358
39,6,675,166,703,234
39,9,611,164,634,226
39,10,903,231,936,310
39,12,1174,137,1207,201
39,17,585,409,621,487
39,18,442,425,510,532
39,20,62,679,101,720
39,21,156,691,190,720
39,22,17,668,53,720
39,23,956,95,976,143
39,24,808,56,824,102
39,25,1024,200,1052,265
39,26,807,105,832,155
39,27,869,210,893,279
39,28,1263,283,1277,364
40,0,508,405,576,504
40,1,721,418,770,507
40,2,1049,358,1099,448
40,3,246,276,285,359
40,6,673,167,702,234
40,9,609,165,632,227
40,10,904,232,936,310
40,12,1175,137,1207,201
40,17,588,410,624,487
40,18,440,426,506,534
40,20,63,680,101,720
40,21,156,691,189,720
40,22,17,669,53,719
40,23,954,95,975,143
40,24,807,56,823,102
40,25,1022,200,1050,266
40,26,806,105,832,157
40,27,864,210,889,279
40,28,1260,281,1274,363
41,0,503,403,568,502
41,1,707,420,757,509
41,2,1045,361,1093,448
41,3,245,276,284,359
41,6,671,168,700,234
41,9,607,164,630,228
41,10,905,232,937,310
41,12,1176,137,1207,201
41,17,589,409,628,488
41,18,436,428,500,534
41,20,63,680,101,720
41,21,155,692,188,720
41,22,17,669,52,719
41,23,953,96,973,144
41,24,805,56,821,102
41,25,1019,201,1047,267
41,26,806,105,831,158
41,27,859,211,884,282
41,28,1256,281,1271,363
42,0,498,402,561,502
42,1,701,424,749,510
42,2,1039,362,1088,451
42,3,243,275,283,359
42,6,669,167,698,235
42,9,605,164,629,229
42,10,906,234,939,311
42,12,1176,139,1207,201
42,17,590,407,631,489
42,18,432,429,495,534
42,20,62,681,100,720
42,21,156,692,188,720
42,22,17,670,52,719
42,23,951,97,971,145
42,24,803,56,818,100
42,25,1016,201,1045,268
42,26,804,105,829,159
42,27,856,214,881,283
42,28,1252,283,1268,364
43,0,492,400,555,503
43,1,693,424,742,511
43,2,1033,366,1082,453
43,3,240,274,280,359
43,6,668,167,696,235
43,9,603,165,626,229
43,10,907,235,939,311
43,12,1177,141,1206,201
43,17,595,407,635,486
43,18,429,429,491,535
43,20,62,683,98,720
43,21,156,694,187,720
43,22,16,670,51,718
43,23,949,97,969,145
43,24,801,55,816,100
43,25,1013,203,1041,268
43,26,802,106,827,160
43,27,851,216,876,284
43,28,1247,284,1265,365
44,0,487,398,547,500
44,1,685,422,734,511
44,2,1029,367,1078,456
44,3,238,274,277,359
44,6,666,168,694,235
44,9,601,165,624,229
44,10,907,234,939,311
44,12,1176,144,1205,202
44,17,599,404,640,485
44,18,425,431,487,537
44,20,60,684,96,720
44,21,156,694,186,720
44,22,15,671,50,719
44,23,947,98,968,146
44,24,799,54,815,100
44,25,1010,205,1037,270
44,26,801,106,826,160
44,27,845,217,870,287
44,28,1241,284,1261,367
45,0,483,401,537,498
45,1,676,421,728,512
45,2,1025,369,1074,456
45,3,234,273,273,359
45,6,664,168,691,236
45,9,597,166,620,230
45,10,906,234,938,311
45,12,1175,146,1203,202
45,17,604,402,645,484
45,18,422,430,484,538
45,20,59,685,94,720
45,21,156,695,186,720
45,22,14,671,49,719
45,23,946,98,966,146
45,24,796,54,813,101
45,25,1006,208,1033,271
45,26,799,107,823,160
45,27,840,219,865,286
45,28,1235,286,1255,370
46,0,478,400,530,495
46,1,667,419,719,509
46,2,1021,371,1069,457
46,3,230,273,268,358
46,6,659,168,686,235
46,9,594,166,617,230
46,10,906,235,938,311
46,12,1174,148,1202,202
46,17,607,401,650,485
46,18,421,434,482,540
46,20,57,685,92,720
46,21,154,696,184,720
46,22,11,672,47,719
46,23,944,99,964,146
46,24,792,54,810,101
46,25,1003,208,1029,271
46,26,797,107,821,160
46,27,833,218,859,287
46,28,1230,288,1251,369
47,0,470,399,521,497
47,1,662,417,711,501
47,2,1018,372,1066,458
47,3,226,271,263,358
47,6,655,169,681,235
47,9,589,166,612,228
47,10,905,235,937,311
47,12,1171,149,1200,203
47,17,610,398,653,484
47,18,419,436,479,541
47,20,56,685,91,720
47,21,151,696,182,720
47,22,9,673,45,720
47,23,942,100,962,147
47,24,787,50,806,102
47,25,998,208,1025,271
47,26,794,107,818,161
47,27,827,218,853,288
47,28,1224,290,1245,370
48,0,464,400,514,498
48,1,657,412,705,496
48,2,1013,373,1062,459
48,3,223,272,258,358
48,6,651,169,677,236
48,9,585,168,608,229
48,10,904,234,936,311
48,12,1169,149,1199,203
48,17,613,396,655,481
48,18,416,440,473,542
48,20,53,685,88,720
48,21,149,696,179,720
48,22,6,673,41,719
48,23,939,100,958,146
48,24,783,50,802,102
48,25,993,208,1020,272
48,26,791,107,815,162
48,27,820,219,846,289
48,28,1216,291,1239,370
49,0,457,404,504,500
49,1,652,408,700,492
49,2,1009,372,1058,460
49,3,217,272,251,358
49,6,646,169,671,235
49,9,581,168,605,230
49,10,903,234,934,312
49,12,1166,149,1198,204
49,17,615,394,656,477
49,18,411,444,466,543
49,20,48,686,83,720
49,21,145,696,176,720
49,22,4,675,37,719
49,23,936,100,955,146
49,24,778,47,799,103
49,25,986,209,1013,273
49,26,787,109,810,162
49,27,813,219,841,290
49,28,1209,291,1233,371
50,0,450,405,496,500
50,1,647,407,695,492
50,2,1003,374,1053,461
50,3,210,272,243,358
50,6,640,170,666,236
50,9,576,169,600,230
50,10,900,234,931,313
50,12,1164,149,1197,205
50,17,616,393,654,472
50,18,406,442,464,543
50,20,44,686,78,720
50,21,141,696,172,720
50,22,1,676,33,719
50,23,932,100,951,147
50,24,774,53,794,104
50,25,979,209,1007,275
50,26,783,109,806,161
50,27,805,222,834,291
50,28,1200,291,1226,373
51,0,441,405,488,502
51,1,641,406,688,490
51,2,997,377,1047,463
51,3,204,272,237,359
51,6,635,171,660,237
51,9,571,169,595,231
51,10,897,236,928,313
51,12,1162,149,1196,205
51,17,614,393,653,474
51,18,402,443,460,544
51,20,41,687,74,720
51,21,137,697,167,720
51,22,0,677,30,719
51,23,928,101,947,147
51,24,770,56,788,104
51,25,975,210,1002,276
51,26,779,110,801,162
51,27,799,224,826,290
51,28,1191,290,1218,373
52,0,431,403,480,508
52,1,637,400,685,486
52,2,991,377,1043,465
52,3,197,273,229,359
52,6,627,171,654,238
52,9,564,169,589,231
52,10,894,238,924,315
52,12,1160,148,1195,206
52,17,615,391,656,475
52,18,397,443,456,547
52,20,35,687,68,720
52,21,133,698,162,720
52,22,-2,678,28,719
52,23,925,104,943,149
52,24,765,55,784,105
52,25,969,213,996,276
52,26,773,113,795,164
52,27,790,225,818,291
52,28,1180,293,1208,376
53,0,424,400,470,501
53,1,630,398,677,484
53,2,988,380,1039,467
53,3,191,276,222,359
53,6,622,171,649,238
53,9,558,169,582,231
53,10,890,238,920,315
53,12,1159,146,1193,205
53,17,617,391,660,476
53,18,392,438,454,547
53,20,30,688,62,720
53,21,127,699,155,720
53,22,-3,679,26,719
53,23,919,105,938,150
53,24,761,55,781,105
53,25,962,214,990,277
53,26,768,113,790,165
53,27,782,226,810,293
53,28,1170,295,1200,380
54,0,421,398,461,485
54,1,622,396,670,482
54,2,985,382,1036,469
54,3,183,276,215,360
54,6,614,173,642,240
54,9,551,169,576,232
54,10,885,239,916,317
54,12,1156,147,1189,205
54,17,620,389,665,478
54,18,389,436,451,547
54,20,26,690,57,720
54,21,124,699,152,720
54,22,-4,679,25,719
54,23,913,105,932,151
54,24,758,55,777,105
54,25,957,215,984,278
54,26,763,115,784,165
54,27,774,227,802,294
54,28,1162,298,1192,381
55,0,416,396,450,469
55,1,615,394,663,480
55,2,978,381,1031,471
55,3,177,277,208,361
55,6,608,175,636,241
55,9,543,170,568,234
55,10,880,241,911,319
55,12,1152,148,1184,206
55,17,620,386,667,477
55,18,384,441,444,548
55,20,20,692,49,720
55,21,122,700,149,720
55,22,-6,680,23,719
55,23,908,108,926,154
55,24,747,59,766,107
55,25,950,214,978,280
55,26,756,115,778,167
55,27,766,226,794,295
55,28,1149,301,1180,384
56,0,410,395,443,466
56,1,608,392,656,478
56,2,976,381,1030,472
56,3,170,279,201,362
56,6,601,174,630,242
56,9,536,171,560,234
56,10,876,243,906,320
56,12,1147,149,1180,209
56,17,617,387,665,478
56,18,374,416,445,549
56,20,13,693,41,720
56,21,119,700,145,720
56,22,-7,681,21,719
56,23,902,109,921,155
56,24,741,62,760,110
56,25,943,214,971,281
56,26,750,116,772,168
56,27,757,227,786,297
56,28,1138,302,1171,385
57,0,404,394,436,463
57,1,601,390,648,476
57,2,975,379,1031,472
57,3,162,279,194,364
57,6,593,175,622,243
57,9,529,173,551,233
57,10,870,244,900,320
57,12,1142,151,1174,210
57,17,614,386,660,474
57,18,367,400,444,550
57,20,7,696,32,719
57,21,117,701,142,720
57,22,-8,681,19,719
57,23,895,110,914,157
57,24,734,65,752,110
57,25,935,216,963,283
57,26,743,117,765,170
57,27,748,228,777,299
57,28,1129,304,1163,386
58,0,398,394,428,460
58,1,593,388,641,474
58,2,976,380,1030,472
58,3,154,280,185,364
58,6,586,176,614,243
58,9,521,176,543,234
58,10,864,246,895,321
58,12,1137,154,1168,213
58,17,608,385,655,471
58,18,365,426,430,552
58,20,1,697,24,719
58,21,114,701,139,720
58,22,-10,682,17,719
58,23,889,112,908,158
58,24,727,66,746,113
58,25,927,218,955,284
58,26,735,117,758,170
58,27,738,229,768,302
58,28,1121,304,1157,388
59,0,392,393,421,456
59,1,586,387,634,472
59,2,976,379,1030,472
59,3,147,281,178,365
59,6,578,177,605,243
59,9,512,176,534,236
59,10,860,247,890,322
59,12,1132,159,1162,214
59,17,603,385,651,470
59,18,353,399,429,552
59,20,-2,699,19,718
59,21,112,702,136,720
59,22,-11,683,15,718
59,23,882,113,901,159
59,24,721,67,739,113
59,25,920,219,948,285
