frame_id,id,x1,y1,x2,y2,confidence
7,4,1199,258,1240,341,0.8011344075202942
7,5,1269,150,1293,206,-1
7,6,512,159,549,226,0.7044402360916138
7,7,910,187,945,249,0.6558582782745361
7,8,790,196,821,267,0.7521920800209045
7,9,455,154,484,214,0.7102536559104919
7,10,720,225,745,298,0.740193247795105
7,11,504,440,543,510,0.621907651424408
7,12,969,122,995,177,0.6262026429176331
7,13,791,83,813,126,0.5816567540168762
7,14,929,663,1022,720,0.31559330224990845
7,15,641,96,666,144,0.5829883217811584
7,16,642,45,667,89,-1
7,17,555,423,586,506,0.7158562541007996
8,0,449,411,504,491,0.6800703406333923
8,1,859,452,927,546,0.847508430480957
8,2,1113,346,1157,429,0.6969522833824158
8,3,219,266,257,344,0.6584051847457886
8,4,1210,257,1251,340,0.7241000533103943
8,5,1271,150,1295,206,-1
8,6,524,158,560,226,0.7446001172065735
8,7,920,188,956,249,0.5708330273628235
8,8,799,196,830,267,0.6685280203819275
8,9,467,155,496,215,0.725452721118927
8,10,733,225,758,296,0.6186660528182983
8,11,506,444,539,499,0.5223144888877869
8,12,982,122,1008,177,0.6015697121620178
8,13,804,84,826,127,0.36661121249198914
8,14,947,665,1038,720,0.3160439431667328
8,15,653,96,677,143,0.5751384496688843
8,16,648,45,674,89,-1
8,17,559,418,592,505,0.6825904846191406
9,0,461,411,509,481,0.6347477436065674
9,1,868,451,932,540,0.8303194642066956
9,2,1117,346,1163,433,0.7340970039367676
9,3,228,266,267,345,0.7166396975517273
9,4,1218,257,1256,336,0.6394789218902588
9,5,1274,151,1298,205,-1
9,6,537,158,573,226,0.7326526641845703
9,7,931,190,964,248,0.4992159903049469
9,8,810,196,839,265,0.7274549603462219
9,9,478,155,508,216,0.7032324075698853
9,10,745,225,772,297,0.7500810027122498
9,11,510,446,540,494,-1
9,12,995,125,1021,180,0.6180672645568848
9,13,816,84,839,128,0.46005040407180786
9,14,961,665,1051,720,-1
9,15,665,95,689,143,0.5210124850273132
9,16,680,43,703,83,0.3668903708457947
9,17,565,414,599,505,0.7512415647506714
10,0,467,410,521,490,0.6327983140945435
10,1,873,447,937,535,0.7978424429893494
10,2,1123,347,1172,437,0.748547375202179
10,3,238,265,278,346,0.8304250240325928
10,4,1227,259,1264,337,0.6833812594413757
10,5,1277,151,1300,205,-1
10,6,550,157,586,226,0.6458829641342163
10,7,941,189,973,247,0.5368119478225708
10,8,820,196,849,267,0.7036914825439453
10,9,492,156,520,215,0.7229034900665283
10,10,758,227,785,297,0.7455846071243286
10,11,510,449,537,490,-1
10,12,1007,127,1033,181,0.6321322321891785
10,13,829,85,851,128,0.5501614809036255
10,14,979,666,1068,719,0.4004405736923218
10,15,676,93,700,141,0.5616484880447388
10,16,691,42,714,82,-1
10,17,571,411,606,504,0.7931612133979797
11,0,474,409,528,489,0.7479344606399536
11,1,877,444,936,528,0.7417411208152771
11,2,1127,346,1177,437,0.7110851407051086
11,3,247,265,288,346,0.8027129173278809
11,4,1237,262,1273,337,0.6451754570007324
11,5,1280,151,1303,205,-1
11,6,563,158,598,226,0.7609691619873047
11,7,951,189,983,247,0.5037595629692078
11,8,830,196,860,267,0.7569758296012878
11,9,503,156,532,215,0.7175341248512268
11,10,770,227,798,297,0.7181006073951721
11,11,511,451,533,486,-1
11,12,1020,127,1044,180,0.3627597689628601
11,13,842,86,864,128,0.5649319887161255
11,14,994,667,1083,720,0.34188947081565857
11,15,688,93,713,143,0.6012841463088989
11,16,702,41,725,81,-1
11,17,576,409,612,503,0.8534877896308899
11,18,478,416,574,515,0.7479344606399536
12,0,480,408,535,489,0.6521443724632263
12,1,883,442,942,527,0.7658235430717468
12,2,1130,348,1180,435,-1
12,3,255,265,297,346,0.7950296401977539
12,4,1247,264,1281,337,0.632854163646698
12,6,575,159,610,227,0.7796693444252014
12,7,962,190,994,249,0.7137705087661743
12,8,841,198,870,267,0.7542464733123779
12,9,516,159,544,215,0.7032052278518677
12,10,782,227,810,297,0.7086113691329956
12,11,512,453,530,483,-1
12,12,1032,127,1057,182,0.47814416885375977
12,13,855,87,877,128,0.5834074020385742
12,14,1009,668,1098,720,0.3742663860321045
12,15,701,95,726,145,0.5656478404998779
12,16,713,41,736,80,-1
12,17,578,409,616,504,-1
12,18,476,409,572,508,0.6521443724632263
13,0,487,407,541,488,0.5940296649932861
13,1,889,442,949,530,0.8602160811424255
13,2,1130,348,1183,436,-1
13,3,263,265,305,346,0.7366248965263367
13,4,1256,265,1289,337,-1
13,6,589,161,623,227,0.7395479679107666
13,7,973,188,1006,251,0.6712718605995178
13,8,851,199,881,268,0.7539184093475342
13,9,529,159,556,215,0.6693406105041504
13,10,795,227,823,296,0.7468780875205994
13,11,512,456,527,479,-1
13,12,1045,128,1070,182,0.6686396598815918
13,13,867,87,889,128,0.5197136998176575
13,14,1024,669,1111,720,-1
13,15,714,96,738,145,0.6447055339813232
13,16,731,50,754,91,0.30987659096717834
13,17,583,406,620,496,0.7014531493186951
13,18,486,411,582,510,0.5940296649932861
14,0,494,406,548,487,-1
14,1,896,442,958,531,0.7063592076301575
14,2,1133,351,1183,432,0.6767111420631409
14,3,268,266,310,345,0.7603121995925903
14,4,1265,266,1298,337,-1
14,6,602,161,636,227,0.7386490702629089
14,7,984,189,1017,251,0.6017217040061951
14,8,860,199,891,268,0.7268110513687134
14,9,539,160,567,217,0.7424006462097168
14,10,806,227,833,296,0.712975800037384
14,11,513,458,524,475,-1
14,12,1057,127,1082,183,0.5605067014694214
14,13,879,87,901,130,0.5828236937522888
14,14,1039,670,1125,720,-1
14,15,726,97,750,145,0.5930606126785278
14,16,743,50,766,91,-1
14,17,589,408,625,494,0.666171669960022
14,18,495,415,590,513,-1
15,0,500,405,555,487,-1
15,1,902,440,965,530,0.8512706160545349
15,2,1139,353,1182,428,0.7286453247070312
15,3,273,266,313,345,0.7935158014297485
15,4,1274,267,1307,337,-1
15,6,614,163,647,227,0.7075791954994202
15,7,994,190,1026,249,0.5392386317253113
15,8,868,199,899,266,0.6857987642288208
15,9,551,162,577,215,0.7147975564002991
15,10,816,227,844,297,0.6733939051628113
15,11,514,460,521,471,-1
15,12,1070,127,1096,183,0.5944660305976868
15,13,891,88,912,129,0.41435596346855164
15,14,1054,670,1139,720,-1
15,15,737,98,762,146,0.5627235770225525
15,16,754,51,778,92,-1
15,17,591,407,628,495,0.692793071269989
15,18,497,416,586,510,-1
16,0,507,404,562,486,-1
16,1,907,439,970,528,0.8448019027709961
16,2,1143,355,1186,429,0.6932452321052551
16,3,279,264,319,345,0.7953489422798157
16,4,1283,268,1315,337,-1
16,6,624,163,657,228,0.7450993657112122
16,7,1004,193,1035,250,0.586311936378479
16,8,876,200,907,268,0.7015299201011658
16,9,562,160,588,215,0.7235215902328491
16,10,828,227,856,297,0.7194107174873352
16,11,515,462,518,468,-1
16,12,1082,129,1109,184,0.735980749130249
16,13,903,88,923,128,0.426586389541626
16,14,1069,671,1152,720,-1
16,15,749,100,773,147,0.6817911267280579
16,16,764,52,789,97,0.4068238437175751
16,17,592,406,632,503,0.783737301826477
16,18,501,417,582,504,-1
17,0,514,403,569,485,-1
17,1,911,437,973,526,0.8210499286651611
17,2,1145,355,1191,437,0.6631042957305908
17,3,286,263,327,346,0.828281581401825
17,4,1292,270,1324,338,-1
17,6,636,163,668,228,0.659553587436676
17,7,1013,196,1043,251,0.5136011242866516
17,8,885,201,916,269,0.6684849858283997
17,9,573,161,599,217,0.7337409257888794
17,10,839,227,867,299,0.7768163681030273
17,11,515,465,515,464,-1
17,12,1092,132,1119,186,0.6886151432991028
17,13,913,87,934,129,0.5463166832923889
17,14,1084,672,1166,720,-1
17,15,760,101,784,148,0.6642873883247375
17,16,776,53,801,98,-1
17,17,596,407,636,502,0.7571188807487488
17,18,505,419,584,504,-1
17,19,72,686,118,719,0.504764199256897
18,0,520,402,576,485,-1
18,1,910,436,973,526,0.8014097809791565
18,2,1148,355,1197,443,0.7803326845169067
18,3,293,264,334,348,0.7953564524650574
18,4,1301,271,1332,338,-1
18,6,646,163,678,229,0.7231916189193726
18,7,1021,195,1053,253,0.6496493816375732
18,8,893,201,923,268,0.7283697724342346
18,9,584,163,609,218,0.732952892780304
18,10,848,227,877,302,0.7236149907112122
18,11,516,467,512,460,-1
18,12,1103,133,1131,187,0.6743186116218567
18,13,924,88,946,132,0.5140026211738586
18,14,1098,673,1180,720,-1
18,15,770,101,795,149,0.6117193102836609
18,16,787,54,813,99,-1
18,17,598,408,637,502,0.781704306602478
18,18,510,420,590,508,0.718427836894989
18,19,83,686,130,720,0.4664888381958008
19,0,527,401,583,484,-1
19,1,912,436,974,526,0.827725350856781
19,2,1152,355,1202,447,0.8057798743247986
19,3,300,264,341,347,0.8383092880249023
19,4,1310,272,1341,338,-1
19,6,655,164,687,229,0.708454966545105
19,7,1030,195,1059,249,0.5512546300888062
19,8,900,200,930,269,0.7614489197731018
19,9,594,162,620,221,0.7532345652580261
19,10,858,228,887,303,0.7938178777694702
19,11,517,469,508,456,-1
19,12,1115,136,1143,189,0.7303773164749146
19,13,935,89,957,133,0.5916046500205994
19,14,1113,673,1193,720,-1
19,15,781,102,806,150,0.6598676443099976
19,16,798,54,821,96,0.39642074704170227
19,17,601,407,640,501,0.7900674343109131
19,18,510,420,594,511,0.7423815131187439
19,19,90,686,137,720,-1
19,20,5,682,39,719,0.4829011559486389
20,0,543,417,596,496,0.5696138739585876
20,1,914,436,975,528,0.8210781216621399
20,2,1155,353,1207,448,0.8121147155761719
20,3,306,266,347,347,0.7999911308288574
20,4,1319,273,1350,338,-1
20,6,666,164,697,230,0.6513747572898865
20,7,1039,194,1069,251,0.6237664222717285
20,8,908,200,939,273,0.7601548433303833
20,9,603,162,630,222,0.7662860155105591
20,10,868,228,898,304,0.8191661238670349
20,12,1124,138,1154,192,0.7315057516098022
20,13,944,89,966,133,0.6263859272003174
20,14,1128,674,1207,720,-1
20,15,792,103,815,151,0.6978846192359924
20,16,808,53,832,97,0.5616456866264343
20,17,602,406,642,501,0.7899442911148071
20,18,507,439,578,517,-1
20,19,96,685,144,720,-1
20,20,17,681,51,719,0.583280622959137
21,0,553,417,603,492,0.5675883889198303
21,1,915,435,977,529,0.8744102120399475
21,2,1156,354,1208,447,0.8259498476982117
21,3,314,268,353,347,0.7730745673179626
21,4,1328,274,1358,338,-1
21,6,676,164,707,232,0.670063853263855
21,7,1048,193,1079,255,0.6569899320602417
21,8,916,200,947,274,0.7664403319358826
21,9,613,162,640,223,0.7573509812355042
21,10,877,231,907,306,0.7875997424125671
21,12,1135,140,1165,194,0.6374586224555969
21,13,955,91,976,133,0.5790199637413025
21,14,1143,675,1220,720,-1
21,15,802,103,826,153,0.6429738402366638
21,16,817,53,841,97,0.5287432670593262
21,17,609,406,650,508,0.821419358253479
21,18,504,448,569,520,0.6383374333381653
21,19,103,685,151,720,-1
21,20,29,680,65,719,0.5971399545669556
22,0,560,415,609,490,0.7466728091239929
22,1,917,433,980,528,0.8664476275444031
22,2,1156,354,1207,446,0.8316262364387512
22,3,319,270,357,348,0.7527322769165039
22,4,1337,275,1367,338,-1
22,6,684,163,715,233,0.7592009902000427
22,7,1055,194,1087,257,0.8083250522613525
22,8,923,201,954,274,0.7598613500595093
22,9,621,163,648,224,0.7464249134063721
22,10,887,232,917,307,0.771346390247345
22,12,1145,140,1176,194,0.736675500869751
22,13,963,91,985,135,0.5904443860054016
22,14,1158,675,1234,720,-1
22,15,811,103,835,153,0.7756996154785156
22,16,826,52,850,98,0.5156375169754028
22,17,615,405,657,508,0.7432668209075928
22,18,505,453,568,523,0.7388384938240051
22,19,109,685,158,720,-1
22,20,41,679,78,720,0.5268800854682922
22,21,134,686,178,719,0.33007219433784485
23,0,564,412,613,489,0.7662413120269775
23,1,917,434,978,525,0.8621314764022827
23,2,1154,356,1204,444,0.7993863224983215
23,3,321,269,359,350,0.7777193188667297
23,6,692,163,723,233,0.7028957605361938
23,7,1061,195,1092,258,0.7511005997657776
23,8,928,203,958,273,0.7537997364997864
23,9,628,163,656,225,0.756563127040863
23,10,895,232,926,307,0.7514587044715881
23,12,1154,139,1185,195,0.7191198468208313
23,13,971,92,992,136,0.6839889287948608
23,15,818,104,841,154,0.7394458651542664
23,16,832,52,856,98,0.5547090768814087
23,17,619,403,661,506,0.7470774054527283
23,18,509,456,569,522,0.710453987121582
23,19,116,685,165,720,-1
23,20,50,679,87,720,0.6291263103485107
23,21,136,687,180,720,-1
23,22,6,669,40,719,0.6029950976371765
24,0,567,411,615,488,0.754181981086731
24,1,911,430,973,523,0.8353970646858215
24,2,1154,358,1202,444,0.7789368629455566
24,3,321,269,360,351,0.8023747205734253
24,6,698,164,728,233,0.7626808285713196
24,7,1065,195,1096,258,0.718095064163208
24,8,930,203,960,274,0.698956310749054
24,9,634,165,662,225,0.7742637395858765
24,10,901,234,931,307,0.7355971336364746
24,12,1161,138,1193,196,0.6867099404335022
24,13,975,92,997,138,0.673283576965332
24,15,823,102,848,155,0.7024722099304199
24,16,836,51,859,99,0.5291701555252075
24,17,621,404,663,504,0.7090775370597839
24,18,511,458,569,521,0.7810674905776978
24,19,123,685,172,721,-1
24,20,56,679,95,720,0.570113480091095
24,21,149,688,191,720,0.42843562364578247
24,22,11,670,46,719,0.5585017204284668
25,0,565,410,613,489,0.711104154586792
25,1,901,428,960,520,0.7417884469032288
25,2,1152,358,1200,447,0.7556712031364441
25,3,319,267,359,353,0.81151282787323
25,6,701,164,731,234,0.7790931463241577
25,7,1069,196,1096,249,0.6086456179618835
25,8,931,206,959,274,0.6390218138694763
25,9,636,164,664,225,0.7603567838668823
25,10,904,235,934,308,0.7831259369850159
25,12,1166,136,1198,197,0.7328401207923889
25,13,978,92,999,138,0.6536039710044861
25,15,827,104,852,156,0.740426242351532
25,16,839,52,861,100,0.4753638207912445
25,17,620,403,663,503,0.7067562341690063
25,18,509,459,565,521,0.76890629529953
25,19,129,685,179,721,-1
25,20,62,679,100,720,0.5921825766563416
25,21,153,688,194,720,0.4686676859855652
25,22,15,667,52,719,0.6637498736381531
26,0,564,410,614,491,0.6407092213630676
26,1,892,429,949,519,0.7472731471061707
26,2,1148,358,1195,447,0.7768250107765198
26,3,316,266,356,353,0.8144071102142334
26,6,703,164,733,234,0.8011229634284973
26,7,1068,198,1094,250,0.6765837073326111
26,8,929,208,957,277,0.6069959998130798
26,9,637,164,664,224,0.7580409049987793
26,10,906,236,936,307,0.7429048418998718
26,12,1169,136,1201,196,0.721432089805603
26,13,987,92,1009,139,-1
26,15,829,105,853,157,0.760297417640686
26,16,847,52,871,101,0.5352689027786255
26,17,614,405,659,505,-1
26,18,505,459,560,520,0.7806094288825989
26,19,136,685,186,721,-1
26,20,64,679,103,720,0.5860500931739807
26,21,155,688,197,720,0.4719480574131012
26,22,18,667,54,719,0.6590994596481323
27,0,560,412,613,498,0.4310493767261505
27,1,883,428,938,518,0.7845015525817871
27,2,1142,358,1189,449,0.8158850073814392
27,3,310,267,351,355,0.8477570414543152
27,6,703,164,733,235,0.7922204732894897
27,7,1074,198,1100,250,-1
27,8,926,209,954,279,0.5186209678649902
27,9,637,164,664,225,0.7658222913742065
27,10,908,234,938,308,0.7204287648200989
27,12,1170,136,1202,197,0.636735200881958
27,13,996,93,1018,139,-1
27,15,829,106,853,157,0.7550466656684875
27,16,856,53,880,102,-1
27,17,608,409,655,504,-1
27,18,498,457,556,521,0.7824910283088684
27,19,142,684,193,721,-1
27,20,65,678,104,720,0.5998163223266602
27,21,156,688,198,720,0.46335309743881226
27,22,18,667,55,719,0.6519812941551208
27,23,974,92,995,140,0.7151780724525452
27,24,838,55,852,99,0.5403645634651184
28,0,572,412,632,504,0.7660859227180481
28,1,873,428,929,519,0.8598304390907288
28,2,1135,358,1182,448,0.8019164800643921
28,3,306,267,348,356,0.8185355067253113
28,6,702,165,732,235,0.8144168257713318
28,7,1081,199,1107,250,-1
28,8,922,208,950,280,0.527003824710846
28,9,636,163,663,225,0.7762078046798706
28,10,907,233,938,308,0.7046090960502625
28,12,1172,136,1204,197,0.684423565864563
28,13,1005,93,1027,140,-1
28,15,828,107,852,157,0.756968080997467
28,16,865,53,889,102,-1
28,17,610,409,656,504,-1
28,18,489,454,550,523,0.8137161135673523
28,19,149,684,200,721,-1
28,20,65,678,104,720,0.609414279460907
28,21,157,688,198,720,0.4398168623447418
28,22,19,668,55,718,0.6566588878631592
28,23,972,93,993,140,0.7281079292297363
28,24,836,55,851,101,0.5338357090950012
28,25,1058,200,1084,252,0.6732302904129028
29,0,575,413,637,508,0.7151278257369995
29,1,862,425,920,517,-1
29,2,1124,359,1171,449,0.7851271033287048
29,3,302,269,342,356,0.8005414605140686
29,6,700,165,730,235,0.7884599566459656
29,7,1088,199,1113,250,-1
29,8,926,209,954,281,-1
29,9,634,163,659,225,0.7977970242500305
29,10,907,233,938,307,0.7083855867385864
29,12,1173,137,1204,197,0.7041571736335754
29,13,1014,94,1036,141,-1
29,15,835,108,858,157,-1
29,16,874,53,898,103,-1
29,17,612,409,658,504,-1
29,18,481,450,545,523,0.7513496279716492
29,20,65,678,104,720,0.5932482481002808
29,21,157,688,197,720,0.43489736318588257
29,22,20,668,55,718,0.6497805118560791
29,23,971,94,991,140,0.7008817791938782
29,24,834,54,849,102,0.4801907241344452
29,25,1054,200,1082,259,0.646589994430542
30,0,568,411,632,507,-1
30,1,845,424,904,516,-1
30,2,1115,360,1161,448,0.7632842659950256
30,3,298,269,336,355,0.8235430121421814
30,6,699,165,727,233,0.7328879237174988
30,7,1094,200,1119,250,-1
30,8,930,210,958,281,-1
30,9,631,162,656,225,0.793183445930481
30,10,907,234,938,307,0.7261098623275757
30,12,1173,137,1204,198,0.6923959255218506
30,13,1023,94,1046,141,-1
30,15,842,108,865,158,-1
30,16,883,53,907,104,-1
30,17,613,409,660,504,-1
30,18,476,445,542,522,0.8282002806663513
30,20,64,678,104,720,0.6021606922149658
30,21,157,688,197,720,0.46566614508628845
30,22,19,668,55,718,0.6578330397605896
30,23,969,96,988,138,0.6263144612312317
30,24,831,54,847,104,0.4797680079936981
30,25,1051,199,1079,258,0.6115974187850952
30,26,819,107,845,156,0.7035641670227051
31,0,564,410,629,504,-1
31,1,827,423,887,516,0.8112426996231079
31,2,1102,360,1150,450,-1
31,3,293,268,331,356,0.7915780544281006
31,6,696,165,723,233,0.6867087483406067
31,7,1101,200,1126,250,-1
31,8,933,210,961,282,-1
31,9,629,162,654,225,0.7835052013397217
31,10,905,234,937,308,0.7122451663017273
31,12,1172,137,1204,199,0.6815252900123596
31,13,1032,94,1055,142,-1
31,15,848,109,872,159,-1
31,16,891,53,916,104,-1
31,17,615,409,661,504,-1
31,18,472,443,538,522,0.8019304275512695
31,20,64,678,104,720,0.5925138592720032
31,21,157,688,196,720,0.445655882358551
31,22,19,668,55,718,0.6480389833450317
31,23,968,97,986,138,0.607883870601654
31,24,829,53,845,103,0.4234422743320465
31,25,1048,199,1077,261,0.6828429698944092
31,26,818,107,843,155,0.7031327486038208
32,0,560,408,627,501,-1
32,1,815,422,876,517,0.7315716743469238
32,2,1094,361,1142,450,0.821561336517334
32,3,288,268,325,356,0.7776815891265869
32,6,692,165,719,233,0.7258763313293457
32,7,1108,201,1132,249,-1
32,8,937,211,965,283,-1
32,9,626,162,651,225,0.776451051235199
32,10,902,233,935,308,0.7516414523124695
32,12,1171,138,1203,199,0.690790593624115
32,13,1041,95,1064,143,-1
32,15,855,110,879,159,-1
32,16,900,53,925,105,-1
32,17,617,409,663,504,-1
32,18,466,441,532,524,-1
32,20,64,679,103,720,0.6011409759521484
32,21,157,688,195,720,0.4321105182170868
32,22,19,669,54,718,0.640105128288269
32,23,966,97,985,140,0.6469953060150146
32,24,825,54,841,102,0.4103148877620697
32,25,1042,198,1073,263,0.6632385849952698
32,26,815,104,841,154,0.7177995443344116
33,0,551,406,623,506,0.7648876905441284
33,1,805,423,864,516,0.7787079215049744
33,2,1088,362,1136,450,0.7894454002380371
33,3,282,269,319,357,0.8127248883247375
33,6,690,164,716,233,0.7245622277259827
33,7,1115,201,1139,249,-1
33,8,941,212,969,284,-1
33,9,624,162,648,225,0.7730221152305603
33,10,901,231,934,308,0.7624034285545349
33,12,1170,138,1202,199,0.7108893394470215
33,13,1051,95,1073,143,-1
33,15,862,110,885,160,-1
33,16,909,54,934,106,-1
33,17,619,409,665,504,-1
33,18,460,438,527,524,-1
33,20,63,679,103,720,0.5995270609855652
33,21,157,688,194,720,0.4039778411388397
33,22,18,669,54,718,0.6683458685874939
33,23,963,96,983,140,0.6724898815155029
33,24,823,54,839,103,-1
33,25,1037,200,1069,267,0.7482728362083435
33,26,814,103,839,154,0.7557814717292786
34,0,544,407,614,506,0.7085743546485901
34,1,791,420,850,517,0.8071556091308594
34,2,1083,362,1130,450,0.7770588994026184
34,3,277,269,313,357,0.8142936825752258
34,6,687,164,713,232,0.7586508989334106
34,7,1121,202,1145,249,-1
34,8,944,212,973,285,-1
34,9,622,163,646,225,0.7645506858825684
34,10,899,231,932,309,0.7251335382461548
34,12,1170,139,1201,200,0.7312831282615662
34,13,1060,95,1083,144,-1
34,15,869,111,892,161,-1
34,16,918,54,943,107,-1
34,17,620,409,666,503,-1
34,18,456,435,523,525,-1
34,20,62,679,102,720,0.6000721454620361
34,21,156,689,194,720,0.4118388891220093
34,22,17,668,54,718,0.6892564296722412
34,23,961,96,981,140,0.6623976826667786
34,24,817,53,833,101,0.39513057470321655
34,25,1034,200,1066,267,0.7576963305473328
34,26,812,103,838,154,0.726915717124939
35,0,539,410,607,506,0.7725606560707092
35,1,781,418,837,514,0.7654369473457336
35,2,1078,359,1126,450,0.8133684992790222
35,3,272,271,307,357,0.8082571029663086
35,6,685,163,711,232,0.7667207717895508
35,7,1128,203,1151,249,-1
35,8,948,213,976,286,-1
35,9,620,163,644,225,0.7550911903381348
35,10,900,231,933,308,0.7008036375045776
35,12,1169,139,1202,200,0.729728639125824
35,13,1069,96,1092,145,-1
35,15,875,111,899,161,-1
35,16,927,54,952,107,-1
35,17,622,409,668,503,-1
35,18,452,433,518,524,-1
35,20,62,678,103,720,0.6079595685005188
35,21,156,689,193,720,0.40980586409568787
35,22,17,668,54,719,0.7027453184127808
35,23,960,95,980,141,0.6552898287773132
35,24,814,53,830,101,0.5392841696739197
35,25,1032,200,1063,267,0.7477467656135559
35,26,811,104,836,155,0.7295721173286438
36,0,534,411,604,506,0.6454352140426636
36,1,770,417,824,511,0.7706601023674011
36,2,1074,357,1122,449,0.8361160755157471
36,3,265,273,301,357,0.793095052242279
36,6,682,164,708,232,0.7897356748580933
36,7,1135,203,1158,249,-1
36,8,952,214,980,287,-1
36,9,617,163,641,225,0.7554616928100586
36,10,901,231,934,308,0.7567530274391174
36,12,1170,139,1202,200,0.7301806807518005
36,15,882,112,906,162,-1
36,17,624,409,670,503,-1
36,18,449,430,515,525,-1
36,20,62,679,102,720,0.6154766082763672
36,21,155,689,191,720,0.41468968987464905
36,22,17,667,54,719,0.705030083656311
36,23,958,95,979,141,0.6952391266822815
36,24,812,52,829,104,0.47884401679039
36,25,1031,201,1060,267,0.7246220707893372
36,26,809,104,836,156,0.7284659743309021
37,0,524,412,593,506,0.753843367099762
37,1,760,416,811,508,0.7474009394645691
37,2,1067,356,1116,449,0.8503967523574829
37,3,262,275,297,357,0.7614121437072754
37,6,679,164,706,233,0.7994974255561829
37,8,955,214,984,288,-1
37,9,615,164,639,225,0.7716503143310547
37,10,902,231,935,309,0.8288010358810425
