frame,class_name,confidence,x1,y1,x2,y2
0,player,0.9246804118156433,794,470,864,566
0,player,0.9229925870895386,431,160,467,227
0,player,0.9186922907829285,839,187,873,247
0,player,0.9175800681114197,392,422,457,500
0,player,0.9134364724159241,140,266,190,347
0,player,0.9115026593208313,1086,345,1137,443
0,player,0.9087744355201721,704,82,733,128
0,player,0.9080349802970886,887,124,913,177
0,player,0.9076900482177734,370,154,405,217
0,player,0.900204598903656,721,195,757,262
0,player,0.8916470408439636,1134,253,1181,338
0,player,0.891013503074646,1239,146,1269,210
0,player,0.8738323450088501,532,428,581,520
0,player,0.873700737953186,559,94,582,145
0,referee,0.8592700362205505,568,51,597,90
0,player,0.8431310653686523,638,221,662,296
0,player,0.8389577269554138,494,430,540,519
0,ball,0.4761577248573303,490,508,506,521
0,referee,0.4024480879306793,639,220,662,295
1,player,0.9235410094261169,804,467,874,562
1,player,0.923296332359314,1088,344,1149,440
1,player,0.9215489029884338,403,421,461,498
1,player,0.9167323708534241,382,155,419,216
1,player,0.9166935682296753,443,160,480,227
1,player,0.9128187298774719,154,265,204,347
1,player,0.9126659035682678,529,428,579,518
1,player,0.9063612222671509,850,187,878,248
1,player,0.902168869972229,732,194,761,262
1,player,0.9018301963806152,718,83,745,128
1,player,0.8951586484909058,570,95,596,145
1,player,0.8920646905899048,899,125,923,177
1,player,0.8891822695732117,1148,255,1187,340
1,player,0.8877138495445251,1252,147,1280,211
1,referee,0.8857925534248352,650,221,672,296
1,player,0.8606848120689392,497,432,537,520
1,player,0.7570923566818237,804,467,845,555
1,referee,0.7517764568328857,582,51,609,90
1,player,0.557500422000885,508,430,536,520
1,player,0.3681924641132355,650,221,672,296
2,player,0.9397380352020264,164,264,215,347
2,player,0.9321019649505615,813,465,883,559
2,player,0.9319694638252258,1085,344,1158,439
2,player,0.9223018288612366,455,160,494,227
2,player,0.9136346578598022,396,155,431,216
2,player,0.9107785820960999,741,194,771,263
2,player,0.91020268201828,415,418,460,499
2,player,0.9098955988883972,579,95,610,146
2,player,0.9090132713317871,862,187,891,249
2,player,0.8980643153190613,912,125,933,176
2,player,0.8979299664497375,732,83,756,128
2,player,0.8786168694496155,533,429,574,517
2,player,0.8753716945648193,1158,256,1192,340
2,referee,0.8662436008453369,595,52,622,90
2,referee,0.8615046739578247,663,221,685,297
2,player,0.7780829668045044,1266,153,1280,213
2,player,0.7069784998893738,499,432,539,513
2,player,0.5717612504959106,507,459,540,519
2,ball,0.38707882165908813,485,499,499,517
3,player,0.9302158951759338,873,185,904,248
