frame,id,class_name,confidence,x1,y1,x2,y2
23,-1,player,0.9257017970085144,912,433,977,524
23,-1,player,0.9255844354629517,1147,358,1215,449
23,-1,player,0.9154738783836365,1060,193,1091,258
23,-1,player,0.9149250388145447,623,162,657,224
23,-1,player,0.8996081948280334,1155,139,1183,194
23,-1,player,0.8968883752822876,620,405,666,509
23,-1,player,0.896561324596405,694,163,719,233
23,-1,player,0.8901220560073853,325,269,352,350
23,-1,player,0.8820428848266602,971,92,988,138
23,-1,player,0.8814390897750854,927,204,958,277
23,-1,referee,0.8787609338760376,832,55,851,99
23,-1,player,0.8531116247177124,817,101,839,157
23,-1,referee,0.8426620364189148,891,232,925,307
23,-1,player,0.8139365911483765,513,459,553,522
24,-1,player,0.9285798072814941,564,412,612,488
24,-1,player,0.9255787134170532,1152,359,1210,450
24,-1,player,0.9195376038551331,905,431,972,521
24,-1,player,0.9141630530357361,1060,194,1095,258
24,-1,player,0.9103522300720215,618,403,668,508
24,-1,player,0.9073770046234131,629,163,662,224
24,-1,player,0.903761625289917,323,268,353,351
24,-1,player,0.9004083275794983,1160,138,1188,195
24,-1,player,0.8957294225692749,511,459,565,522
24,-1,player,0.8948363661766052,819,102,845,157
24,-1,player,0.8890705108642578,694,164,726,234
24,-1,player,0.886904776096344,975,93,991,139
24,-1,referee,0.8867159485816956,836,56,855,100
24,-1,player,0.8795598745346069,929,207,959,276
25,-1,player,0.9352994561195374,614,404,670,506
25,-1,player,0.9212873578071594,555,412,608,488
25,-1,player,0.9080732464790344,904,431,959,520
25,-1,player,0.9066864848136902,319,267,353,352
25,-1,player,0.904688835144043,1062,196,1096,256
25,-1,player,0.9038472175598145,1162,138,1193,195
25,-1,player,0.9021138548851013,695,163,729,235
25,-1,referee,0.8947951793670654,901,233,931,307
25,-1,player,0.8943712115287781,632,163,663,225
25,-1,player,0.8906219601631165,508,461,553,521
25,-1,player,0.8769972920417786,977,91,994,139
25,-1,player,0.8726787567138672,820,103,849,158
25,-1,player,0.8712625503540039,930,208,956,276
25,-1,referee,0.8542039394378662,838,57,857,101
25,-1,player,0.8132284283638,1160,360,1194,434
26,-1,player,0.9318495988845825,607,405,668,507
26,-1,player,0.9208877682685852,552,413,605,488
26,-1,player,0.9161858558654785,309,267,352,352
26,-1,player,0.9072937965393066,1151,360,1188,449
26,-1,player,0.9017672538757324,1165,137,1196,195
26,-1,player,0.9000639915466309,898,431,939,520
26,-1,player,0.8983184099197388,696,164,730,235
26,-1,player,0.8909009099006653,506,458,553,522
26,-1,referee,0.8896909952163696,903,234,931,307
26,-1,player,0.8890497088432312,634,163,663,224
26,-1,player,0.8835820555686951,1061,198,1092,255
26,-1,player,0.8765835165977478,929,209,951,274
26,-1,referee,0.8598691821098328,838,59,856,102
26,-1,player,0.8009275197982788,978,92,994,137
27,-1,player,0.919353187084198,303,269,348,352
27,-1,player,0.9171947240829468,883,431,927,521
27,-1,player,0.9126936793327332,551,416,606,489
27,-1,player,0.90953129529953,1142,359,1182,450
27,-1,player,0.8996915817260742,696,164,730,235
27,-1,player,0.8979723453521729,1167,137,1197,196
27,-1,player,0.8948071002960205,822,105,851,158
27,-1,player,0.8943114876747131,1059,200,1088,260
27,-1,player,0.893110454082489,604,408,655,498
27,-1,referee,0.8844918012619019,903,234,933,307
27,-1,player,0.8819736242294312,974,92,993,141
27,-1,player,0.8782975673675537,634,163,660,224
27,-1,referee,0.8670693635940552,838,61,854,102
27,-1,player,0.8652475476264954,927,209,945,275
27,-1,player,0.8589003086090088,496,457,545,522
28,-1,player,0.93316650390625,1124,358,1175,450
28,-1,player,0.928539514541626,865,430,929,520
28,-1,player,0.9247288107872009,301,269,343,353
28,-1,player,0.9102669358253479,483,452,544,523
28,-1,player,0.9010162353515625,547,417,605,488
28,-1,player,0.897820770740509,822,106,851,158
28,-1,player,0.8937562704086304,594,411,643,502
28,-1,player,0.8933114409446716,973,94,991,140
28,-1,player,0.8910410404205322,697,164,729,235
28,-1,player,0.8905872702598572,1059,200,1083,260
28,-1,referee,0.8861386179924011,903,233,933,306
28,-1,player,0.88341224193573,1170,137,1202,197
28,-1,player,0.8594648241996765,922,209,943,275
28,-1,referee,0.8461275100708008,836,61,852,101
28,-1,player,0.8368880152702332,635,162,655,223
29,-1,player,0.9135609269142151,1108,359,1167,450
29,-1,player,0.9106739163398743,589,412,638,506
29,-1,player,0.9076976180076599,302,271,335,354
29,-1,player,0.9058674573898315,548,417,600,487
29,-1,referee,0.9019594192504883,902,232,935,306
29,-1,player,0.900619626045227,1056,198,1078,260
29,-1,player,0.8970832228660583,821,106,848,158
29,-1,player,0.8899745345115662,479,449,537,525
29,-1,player,0.8842536211013794,972,94,990,140
29,-1,player,0.8830292224884033,1170,138,1203,197
29,-1,player,0.8694708943367004,696,165,726,234
29,-1,player,0.8682575821876526,634,162,651,223
29,-1,player,0.8637027740478516,917,208,942,275
30,-1,player,0.9302088022232056,1098,361,1159,447
30,-1,player,0.9118409156799316,479,445,532,526
30,-1,referee,0.9108338952064514,901,233,938,307
30,-1,player,0.9029248356819153,300,270,328,354
30,-1,player,0.8968376517295837,548,414,598,488
30,-1,player,0.89523845911026,1053,197,1076,261
30,-1,player,0.8938581943511963,697,163,722,233
30,-1,player,0.8895927667617798,970,95,988,141
30,-1,player,0.8858227133750916,821,106,846,158
30,-1,player,0.877811849117279,1170,139,1202,198
30,-1,player,0.842822253704071,831,427,884,490
30,-1,referee,0.8354154825210571,831,57,847,103
31,-1,player,0.909773051738739,296,271,323,353
31,-1,player,0.9059466123580933,480,443,527,526
31,-1,player,0.8988402485847473,1088,364,1151,448
31,-1,player,0.8940056562423706,696,163,717,232
31,-1,player,0.8936864137649536,969,95,986,141
31,-1,referee,0.8889788389205933,900,232,936,307
31,-1,player,0.8799117803573608,820,104,843,157
31,-1,player,0.878993809223175,1170,140,1202,198
31,-1,player,0.8769938945770264,1049,198,1072,261
31,-1,player,0.8688562512397766,548,411,593,489
31,-1,player,0.8635455965995789,816,426,868,511
31,-1,referee,0.8619173765182495,826,57,845,102
31,-1,player,0.8563393950462341,629,162,646,224
32,-1,player,0.9217227697372437,1087,365,1140,448
32,-1,player,0.9093621969223022,478,440,520,526
32,-1,player,0.9003437161445618,966,96,984,140
32,-1,referee,0.8988299369812012,900,232,933,307
32,-1,player,0.8922545909881592,1043,197,1070,263
32,-1,player,0.8894234299659729,290,270,318,354
32,-1,player,0.8840009570121765,1169,141,1202,198
32,-1,player,0.8806449174880981,820,104,840,157
32,-1,player,0.8790869116783142,621,162,644,225
32,-1,player,0.871636152267456,549,407,604,495
32,-1,referee,0.8608735203742981,822,57,843,102
32,-1,player,0.8588647246360779,694,163,712,233
33,-1,player,0.9163339138031006,1087,364,1134,447
33,-1,player,0.9104537963867188,547,404,604,501
33,-1,player,0.9079413414001465,962,96,982,142
33,-1,player,0.9076820015907288,471,437,516,525
33,-1,referee,0.9021886587142944,902,234,932,307
33,-1,player,0.8974471092224121,283,270,314,357
33,-1,player,0.8948689699172974,1038,197,1067,264
33,-1,player,0.8860950469970703,618,163,643,225
33,-1,referee,0.8833252787590027,818,57,841,102
33,-1,player,0.8804469704627991,1168,141,1201,198
33,-1,player,0.8763046860694885,691,163,708,232
33,-1,player,0.8545617461204529,819,104,837,157
33,-1,player,0.8255411982536316,893,210,917,279
33,-1,player,0.8174540996551514,811,423,859,520
34,-1,player,0.9241004586219788,464,434,512,525
34,-1,player,0.9151732325553894,1037,199,1063,264
34,-1,player,0.9124904870986938,539,408,594,506
34,-1,referee,0.9086143970489502,903,233,933,307
34,-1,referee,0.9079626798629761,814,57,840,102
34,-1,player,0.9035511016845703,801,420,837,519
34,-1,player,0.9009614586830139,1087,363,1127,448
34,-1,player,0.8994920253753662,278,271,309,357
34,-1,player,0.8979754447937012,961,95,981,142
34,-1,player,0.8936322331428528,614,163,642,225
34,-1,player,0.8831030130386353,1167,141,1201,198
34,-1,player,0.867418646812439,814,102,836,158
34,-1,player,0.8670708537101746,685,163,707,232
34,-1,player,0.8453634977340698,888,211,912,283
35,-1,player,0.9356180429458618,460,432,510,525
35,-1,referee,0.9107261896133423,903,233,933,308
35,-1,referee,0.9101906418800354,814,58,838,103
35,-1,player,0.9089339971542358,266,273,305,357
35,-1,player,0.8982691764831543,1033,200,1060,265
35,-1,player,0.8973379135131836,528,409,589,504
35,-1,player,0.8967605829238892,612,164,642,225
35,-1,player,0.8956848382949829,790,417,831,513
35,-1,player,0.893676221370697,960,95,980,141
35,-1,player,0.8862114548683167,1168,141,1201,198
35,-1,player,0.8856937885284424,1085,360,1123,450
35,-1,player,0.8710297346115112,680,163,707,234
35,-1,player,0.8706852197647095,810,103,835,158
35,-1,player,0.8673831224441528,884,211,908,280
36,-1,referee,0.9183977246284485,902,233,934,308
36,-1,player,0.9151646494865417,458,430,508,526
36,-1,player,0.9074492454528809,520,409,587,505
36,-1,player,0.906294047832489,256,274,302,357
36,-1,player,0.9050006866455078,777,415,819,509
36,-1,player,0.9039679169654846,678,164,707,233
36,-1,player,0.9039053916931152,1030,201,1058,264
36,-1,player,0.9023917317390442,610,164,642,225
36,-1,player,0.897432804107666,960,94,978,142
36,-1,referee,0.8939771056175232,812,57,836,104
36,-1,player,0.889004647731781,578,405,612,485
36,-1,player,0.8847019672393799,880,210,905,279
36,-1,player,0.8740730881690979,1170,141,1201,198
36,-1,player,0.8689466118812561,808,103,834,159
36,-1,player,0.8370027542114258,1083,358,1119,425
36,-1,player,0.8297433257102966,1076,392,1101,448
37,-1,player,0.934128999710083,456,428,506,529
37,-1,player,0.9236114621162415,521,408,583,504
37,-1,player,0.9108363389968872,249,275,298,357
37,-1,referee,0.9106224179267883,900,233,934,309
37,-1,player,0.9105460047721863,674,164,707,233
37,-1,player,0.9074698686599731,609,164,639,226
37,-1,player,0.902110755443573,582,407,614,486
37,-1,player,0.8981797099113464,1027,201,1056,264
37,-1,player,0.8979044556617737,959,94,977,142
37,-1,player,0.8965609669685364,876,210,902,278
37,-1,player,0.8881619572639465,764,415,807,509
37,-1,player,0.880236029624939,1172,140,1202,198
37,-1,referee,0.871293306350708,811,57,834,104
37,-1,player,0.868211567401886,1066,387,1099,448
37,-1,player,0.863143801689148,806,104,832,159
37,-1,player,0.8124605417251587,1267,292,1280,369
38,-1,player,0.9322739243507385,453,428,502,532
38,-1,player,0.9295498132705688,520,408,582,506
38,-1,player,0.9290224313735962,246,277,295,358
38,-1,referee,0.920155942440033,900,233,935,309
38,-1,player,0.9171029925346375,672,165,707,234
38,-1,player,0.9111891984939575,584,409,618,487
38,-1,player,0.906593382358551,1026,201,1054,265
38,-1,player,0.9062038660049438,872,210,898,279
38,-1,player,0.9041303396224976,958,94,976,143
38,-1,player,0.8959164023399353,608,164,638,226
38,-1,player,0.8746686577796936,1173,140,1202,199
38,-1,player,0.8736497163772583,805,104,831,159
38,-1,player,0.8728733658790588,1057,357,1110,449
38,-1,player,0.8526020050048828,1266,284,1280,368
38,-1,referee,0.8515830039978027,808,58,830,103
39,-1,player,0.9307824373245239,452,429,500,534
39,-1,player,0.9287281632423401,244,276,293,358
39,-1,player,0.919808566570282,671,165,706,234
